1, 0.003
2, 0.003
3, 0.003
4, 0.003
5, 0.004
6, 0.004
7, 0.005
8, 0.005
9, 0.006
10, 0.009
11, 0.012
12, 0.012
13, 0.016
14, 0.020
15, 0.025
16, 0.033
17, 0.038
18, 0.049
19, 0.064
20, 0.073
21, 0.091
22, 0.110
23, 0.138
24, 0.166
25, 0.187
30, 0.435
35, 0.943
40, 1.808
45, 3.296
50, 5.741
60, 15.018
70, 34.241
80, 1*60 + 12.147
90, 2*60 + 19.504
100, 4*60 + 16.132
125, 16*60 +24.229
150, 51*60 + 29.688
200, 337*60 + 28.497
